    CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,RECORDDATE
40366132,DENINO'S PIZZERIA TAVERN,5,524,PORT RICHMOND AVENUE,10302,7184429401,63,2013-12-03 00:00:00,D,06D,9,A,2013-12-03 00:00:00,2014-09-04 06:01:28.403000000
40366154,MICHAEL'S RESTAURANT,3,2929,AVENUE R,11229,7189987851,48,2014-03-13 00:00:00,D,10B,9,A,2014-03-13 00:00:00,2014-09-04 06:01:28.403000000
40366132,DENINO'S PIZZERIA TAVERN,5,524,PORT RICHMOND AVENUE,10302,7184429401,63,2013-12-03 00:00:00,D,10F,9,A,2013-12-03 00:00:00,2014-09-04 06:01:28.403000000
40366154,MICHAEL'S RESTAURANT,3,2929,AVENUE R,11229,7189987851,48,2014-03-13 00:00:00,D,08C,9,A,2014-03-13 00:00:00,2014-09-04 06:01:28.403000000
40366356,BLARNEY CASTLE,4,202-24,ROCKAWAY POINT BOULEVARD,11697,7186344503,03,2014-02-12 00:00:00,F,04L,21,B,2014-02-12 00:00:00,2014-09-04 06:01:28.403000000
40366379,BLARNEY ROCK,1,137,WEST 33 STREET,10001,2129470825,47,2014-08-15 00:00:00,D,06D,12,A,2014-08-15 00:00:00,2014-09-04 06:01:28.403000000
40366643,THE RIVIERA CAFE,1,225,WEST 4 STREET,10014,2129293250,03,2013-12-09 00:00:00,D,10B,9,A,2013-12-09 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,04M,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,10013,2129648365,20,2014-07-28 00:00:00,U,08A,27,B,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40365972,BLARNEY BAR,4,146-09,JAMAICA AVENUE,11435,7186583406,03,2014-07-14 00:00:00,D,04L,10,A,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40365972,BLARNEY BAR,4,146-09,JAMAICA AVENUE,11435,7186583406,03,2014-07-14 00:00:00,D,08A,10,A,2014-07-14 00:00:00,2014-09-04 06:01:28.403000000
40365546,REBEN LUNCHEONETTE,3,229,HAVEMEYER STREET,11211,7183887696,03,2014-08-18 00:00:00,U,04H,21,Z,2014-08-18 00:00:00,2014-09-04 06:01:28.403000000
40365546,REBEN LUNCHEONETTE,3,229,HAVEMEYER STREET,11211,7183887696,03,2014-08-18 00:00:00,U,04M,21,Z,2014-08-18 00:00:00,2014-09-04 06:01:28.403000000
40365633,LA PARISIENNE DINER,1,910,SEVENTH AVENUE,10019,2127654590,03,2014-06-02 00:00:00,U,02H,19,B,2014-06-02 00:00:00,2014-09-04 06:01:28.403000000
40365644,JOE ALLEN RESTAURANT,1,326,WEST 46 STREET,10036,2125816464,03,2013-09-25 00:00:00,D,10A,6,A,2013-09-25 00:00:00,2014-09-04 06:01:28.403000000
40365644,JOE ALLEN RESTAURANT,1,326,WEST 46 STREET,10036,2125816464,03,2013-09-25 00:00:00,D,10B,6,A,2013-09-25 00:00:00,2014-09-04 06:01:28.403000000
40366154,MICHAEL'S RESTAURANT,3,2929,AVENUE R,11229,7189987851,48,2014-03-13 00:00:00,D,10F,9,A,2014-03-13 00:00:00,2014-09-04 06:01:28.403000000
40366157,NANNI RESTAURANT,1,146,EAST 46 STREET,10017,2126974161,48,2014-03-11 00:00:00,D,06C,11,A,2014-03-11 00:00:00,2014-09-04 06:01:28.403000000
40366742,TAMAQUA,3,84,EBONY COURT,11229,7186469212,03,2014-05-21 00:00:00,D,10F,7,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40366748,MUNCHTIME,2,21,EAST 170 STREET,10452,7189927347,03,2014-08-12 00:00:00,U,06D,16,Z,2014-08-12 00:00:00,2014-09-04 06:01:28.403000000
40366812,CARA MIA,4,220-20,HILLSIDE AVENUE,11427,7187409118,48,2014-03-07 00:00:00,U,08A,15,B,2014-03-07 00:00:00,2014-09-04 06:01:28.403000000
40366473,TIO PEPE,1,168,WEST 4 STREET,10014,2122429338,77,2014-07-15 00:00:00,U,04H,15,B,2014-07-15 00:00:00,2014-09-04 06:01:28.403000000
40365942,HOP KEE RESTAURANT,1,21,MOTT STREET,10013,2129648365,20,2014-07-28 00:00:00,U,02G,27,B,2014-07-28 00:00:00,2014-09-04 06:01:28.403000000
40365692,JOYCE'S TAVERN,5,3823,RICHMOND AVENUE,10312,7189849699,03,2014-07-15 00:00:00,U,02G,20,B,2014-07-15 00:00:00,2014-09-04 06:01:28.403000000
40365692,JOYCE'S TAVERN,5,3823,RICHMOND AVENUE,10312,7189849699,03,2014-07-15 00:00:00,U,04H,20,B,2014-07-15 00:00:00,2014-09-04 06:01:28.403000000
40365789,PATSY'S ITALIAN RESTAURANT,1,236,WEST 56 STREET,10019,2122473491,48,2014-05-05 00:00:00,U,04L,10,A,2014-05-05 00:00:00,2014-09-04 06:01:28.403000000
40366356,BLARNEY CASTLE,4,202-24,ROCKAWAY POINT BOULEVARD,11697,7186344503,03,2014-02-12 00:00:00,F,06C,21,B,2014-02-12 00:00:00,2014-09-04 06:01:28.403000000
40366361,THREE STAR RESTAURANT,3,1611,AVENUE U,11229,7183364195,03,2014-07-02 00:00:00,D,06D,12,A,2014-07-02 00:00:00,2014-09-04 06:01:28.403000000
40366543,JARDIN DE CHINA REST,4,37-37,JUNCTION BOULEVARD,11368,7184763755,20,2014-05-14 00:00:00,F,04N,19,B,2014-05-14 00:00:00,2014-09-04 06:01:28.403000000
40366284,3 STAR COFFEE SHOP,1,541,COLUMBUS AVENUE,10024,2128746780,03,2013-09-27 00:00:00,U,04L,12,A,2013-09-27 00:00:00,2014-09-04 06:01:28.403000000
40366284,3 STAR COFFEE SHOP,1,541,COLUMBUS AVENUE,10024,2128746780,03,2013-09-27 00:00:00,U,10B,12,A,2013-09-27 00:00:00,2014-09-04 06:01:28.403000000
40366109,FIFTH AVENUE BINGO,3,416,5 AVENUE,11215,7187881691,03,2014-04-19 00:00:00,D,10F,3,A,2014-04-19 00:00:00,2014-09-04 06:01:28.403000000
40365871,NEARY'S PUB,1,358,EAST 57 STREET,10022,2127511434,03,2014-08-11 00:00:00,D,10B,13,A,2014-08-11 00:00:00,2014-09-04 06:01:28.403000000
40365871,NEARY'S PUB,1,358,EAST 57 STREET,10022,2127511434,03,2014-08-11 00:00:00,D,10F,13,A,2014-08-11 00:00:00,2014-09-04 06:01:28.403000000
40365882,NEW YORK PIZZA SUPREMA,1,413,8 AVENUE,10001,2125948939,62,2014-05-12 00:00:00,D,10B,11,A,2014-05-12 00:00:00,2014-09-04 06:01:28.403000000
40365893,MCDWYERS PUB,2,331,EAST 204 STREET,10467,3474270519,47,2014-08-26 00:00:00,D,10F,10,A,2014-08-26 00:00:00,2014-09-04 06:01:28.403000000
40366379,BLARNEY ROCK,1,137,WEST 33 STREET,10001,2129470825,47,2014-08-15 00:00:00,D,09C,12,A,2014-08-15 00:00:00,2014-09-04 06:01:28.403000000
40366396,DESMOND'S TAVERN,1,433,PARK AVENUE SOUTH,10016,2126849472,03,2014-07-03 00:00:00,D,06C,13,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40366396,DESMOND'S TAVERN,1,433,PARK AVENUE SOUTH,10016,2126849472,03,2014-07-03 00:00:00,D,08C,13,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40366425,NAOMI KOSHER PIZZA,4,6828,MAIN STREET,11367,7185208754,50,2014-03-10 00:00:00,U,04L,9,A,2014-03-10 00:00:00,2014-09-04 06:01:28.403000000
40366425,NAOMI KOSHER PIZZA,4,6828,MAIN STREET,11367,7185208754,50,2014-03-10 00:00:00,U,08A,9,A,2014-03-10 00:00:00,2014-09-04 06:01:28.403000000
40366652,FASCATI'S PIZZERIA,3,80,HENRY STREET,11201,7182371278,63,2013-12-19 00:00:00,D,04M,13,A,2013-12-19 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,06D,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,10021,2127440585,03,2014-02-18 00:00:00,U,02B,24,B,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367339,COCKTAIL ROOM (NYAC),1,180,CENTRAL PARK SOUTH,10019,2127677000,03,2014-04-15 00:00:00,D,05D,10,A,2014-04-15 00:00:00,2014-09-04 06:01:28.403000000
40366157,NANNI RESTAURANT,1,146,EAST 46 STREET,10017,2126974161,48,2014-03-11 00:00:00,D,10F,11,A,2014-03-11 00:00:00,2014-09-04 06:01:28.403000000
40366162,LENIHAN'S SALOON,4,119-09,ATLANTIC AVENUE,11418,7188469770,03,2014-02-15 00:00:00,U,04N,13,A,2014-02-15 00:00:00,2014-09-04 06:01:28.403000000
40366214,EMILIO III BAR,4,4218,JUNCTION BOULEVARD,11368,9176340800,53,2013-09-06 00:00:00,D,04L,11,A,2013-09-06 00:00:00,2014-09-04 06:01:28.403000000
40366543,JARDIN DE CHINA REST,4,37-37,JUNCTION BOULEVARD,11368,7184763755,20,2014-05-14 00:00:00,F,02B,19,B,2014-05-14 00:00:00,2014-09-04 06:01:28.403000000
40365968,NANCY WHISKEY PUB,1,1,LISPENARD STREET,10013,2122269943,03,2014-05-02 00:00:00,D,10F,8,A,2014-05-02 00:00:00,2014-09-04 06:01:28.403000000
40367365,FLAME RESTAURANT COFFEE HOUSE,1,893,9 AVENUE,10019,2127657562,03,2013-11-18 00:00:00,D,10F,7,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40367377,ZUM STAMMTISCH,4,6946,MYRTLE AVENUE,11385,7183863014,37,2014-04-17 00:00:00,D,06D,7,A,2014-04-17 00:00:00,2014-09-04 06:01:28.403000000
40366748,MUNCHTIME,2,21,EAST 170 STREET,10452,7189927347,03,2014-08-12 00:00:00,U,08A,16,Z,2014-08-12 00:00:00,2014-09-04 06:01:28.403000000
40366812,CARA MIA,4,220-20,HILLSIDE AVENUE,11427,7187409118,48,2014-03-07 00:00:00,U,04M,15,B,2014-03-07 00:00:00,2014-09-04 06:01:28.403000000
40366574,BLARNEY STONE,1,11,TRINITY PLACE,10006,2122694988,47,2014-03-24 00:00:00,U,05D,10,A,2014-03-24 00:00:00,2014-09-04 06:01:28.403000000
40366586,SHIMONS KOSHER PIZZA,4,71-24,MAIN STREET,11367,7187931491,50,2014-05-07 00:00:00,D,10B,9,A,2014-05-07 00:00:00,2014-09-04 06:01:28.403000000
40366661,BABY BO'S BURRITOS,1,627,2 AVENUE,10016,2127792656,81,2014-08-07 00:00:00,D,04K,12,A,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40367677,CAPITOL RESTAURANT,1,4933,BROADWAY,10034,2129425090,03,2014-07-24 00:00:00,D,02G,13,A,2014-07-24 00:00:00,2014-09-04 06:01:28.403000000
40367677,CAPITOL RESTAURANT,1,4933,BROADWAY,10034,2129425090,03,2014-07-24 00:00:00,D,10B,13,A,2014-07-24 00:00:00,2014-09-04 06:01:28.403000000
40366361,THREE STAR RESTAURANT,3,1611,AVENUE U,11229,7183364195,03,2014-07-02 00:00:00,D,04C,12,A,2014-07-02 00:00:00,2014-09-04 06:01:28.403000000
40366381,DANGERFIELD'S NIGHT CLUB,1,1118,1 AVENUE,10065,2125931650,03,2013-09-06 00:00:00,D,10B,6,A,2013-09-06 00:00:00,2014-09-04 06:01:28.403000000
40366381,DANGERFIELD'S NIGHT CLUB,1,1118,1 AVENUE,10065,2125931650,03,2013-09-06 00:00:00,D,10F,6,A,2013-09-06 00:00:00,2014-09-04 06:01:28.403000000
40366857,MALONEY'S BAR,4,8769,SUTPHIN BOULEVARD,11435,3472334472,03,2013-11-18 00:00:00,D,10F,13,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40366928,RICHMOND COUNTY COUNTRY CLUB,5,135,FLAGG PLACE,10304,7183510600,03,2014-07-10 00:00:00,D,02G,11,A,2014-07-10 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,04N,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40366716,SHUN LEE PALACE RESTAURANT,1,155,EAST 55 STREET,10022,2123718844,20,2014-05-05 00:00:00,D,10F,11,A,2014-05-05 00:00:00,2014-09-04 06:01:28.403000000
40366652,FASCATI'S PIZZERIA,3,80,HENRY STREET,11201,7182371278,63,2013-12-19 00:00:00,D,08A,13,A,2013-12-19 00:00:00,2014-09-04 06:01:28.403000000
40366652,FASCATI'S PIZZERIA,3,80,HENRY STREET,11201,7182371278,63,2013-12-19 00:00:00,D,08B,13,A,2013-12-19 00:00:00,2014-09-04 06:01:28.403000000
40366661,BABY BO'S BURRITOS,1,627,2 AVENUE,10016,2127792656,81,2014-08-07 00:00:00,D,09B,12,A,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40366716,SHUN LEE PALACE RESTAURANT,1,155,EAST 55 STREET,10022,2123718844,20,2014-05-05 00:00:00,D,06D,11,A,2014-05-05 00:00:00,2014-09-04 06:01:28.403000000
40366748,MUNCHTIME,2,21,EAST 170 STREET,10452,7189927347,03,2014-08-12 00:00:00,U,04N,16,Z,2014-08-12 00:00:00,2014-09-04 06:01:28.403000000
40366938,LULU'S COFFEE SHOP,2,1191,CASTLE HILL AVENUE,10462,7188223568,14,2014-07-03 00:00:00,D,02G,12,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40366961,MITCHELL'S RESTAURANT,3,617,VANDERBILT AVENUE,11238,7187893212,73,2014-08-28 00:00:00,D,08C,9,A,2014-08-28 00:00:00,2014-09-04 06:01:28.403000000
40366987,EL CHARRO ESPANOL,1,4,CHARLES STREET,10014,2122429547,77,2014-04-16 00:00:00,D,06C,12,A,2014-04-16 00:00:00,2014-09-04 06:01:28.403000000
40367728,MIMIS RESTAURANT & BAR,1,984,SECOND AVENUE,10022,2126884692,48,2014-05-20 00:00:00,U,06D,13,A,2014-05-20 00:00:00,2014-09-04 06:01:28.403000000
40366396,DESMOND'S TAVERN,1,433,PARK AVENUE SOUTH,10016,2126849472,03,2014-07-03 00:00:00,D,06A,13,A,2014-07-03 00:00:00,2014-09-04 06:01:28.403000000
40366487,BRENNAN & CARR,3,3432,NOSTRAND AVENUE,11229,7187691254,03,2013-10-16 00:00:00,D,10F,11,A,2013-10-16 00:00:00,2014-09-04 06:01:28.403000000
40366214,EMILIO III BAR,4,4218,JUNCTION BOULEVARD,11368,9176340800,53,2013-09-06 00:00:00,D,08A,11,A,2013-09-06 00:00:00,2014-09-04 06:01:28.403000000
40366214,EMILIO III BAR,4,4218,JUNCTION BOULEVARD,11368,9176340800,53,2013-09-06 00:00:00,D,10H,11,A,2013-09-06 00:00:00,2014-09-04 06:01:28.403000000
40366222,KILLARNEY ROSE,1,80,BEAVER STREET,10005,2124221486,47,2014-07-29 00:00:00,D,10H,11,A,2014-07-29 00:00:00,2014-09-04 06:01:28.403000000
40366812,CARA MIA,4,220-20,HILLSIDE AVENUE,11427,7187409118,48,2014-03-07 00:00:00,U,04L,15,B,2014-03-07 00:00:00,2014-09-04 06:01:28.403000000
40366833,IHOP,2,4340,BOSTON ROAD,10475,7183256664,60,2014-05-16 00:00:00,D,02G,9,A,2014-05-16 00:00:00,2014-09-04 06:01:28.403000000
40366857,MALONEY'S BAR,4,8769,SUTPHIN BOULEVARD,11435,3472334472,03,2013-11-18 00:00:00,D,04N,13,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40366857,MALONEY'S BAR,4,8769,SUTPHIN BOULEVARD,11435,3472334472,03,2013-11-18 00:00:00,D,08A,13,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40366773,BURGER HEAVEN,1,9,EAST 53 STREET,10022,2127520340,39,2014-07-10 00:00:00,D,10F,3,A,2014-07-10 00:00:00,2014-09-04 06:01:28.403000000
40366812,CARA MIA,4,220-20,HILLSIDE AVENUE,11427,7187409118,48,2014-03-07 00:00:00,U,06C,15,B,2014-03-07 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,08A,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40366833,IHOP,2,4340,BOSTON ROAD,10475,7183256664,60,2014-05-16 00:00:00,D,10F,9,A,2014-05-16 00:00:00,2014-09-04 06:01:28.403000000
40367161,MARINA DELRAY,2,2894,SCHURZ AVE,10465,7189316500,03,2014-02-20 00:00:00,D,10F,4,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40367179,TWINS PUB,1,421,9 AVENUE,10001,2126431688,47,2014-07-01 00:00:00,D,06F,10,A,2014-07-01 00:00:00,2014-09-04 06:01:28.403000000
40367860,LB SPUMONI GARDENS,3,2725,86 STREET,11223,7184491230,63,2014-07-16 00:00:00,D,06D,7,A,2014-07-16 00:00:00,2014-09-04 06:01:28.403000000
40366879,LA FUSTA RESTAURANT,4,80-32,BAXTER AVENUE,11373,7184298222,77,2014-07-17 00:00:00,O,10F,2,Z,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40366993,FINNEGAN'S WAKE,1,1361,FIRST AVENUE,10021,2127373664,03,2014-02-25 00:00:00,U,04L,10,A,2014-02-25 00:00:00,2014-09-04 06:01:28.403000000
40366549,IRISH COTTAGE,4,108-07,72 AVENUE,11375,7185208530,47,2013-12-28 00:00:00,U,02G,10,A,2013-12-28 00:00:00,2014-09-04 06:01:28.403000000
40366230,DON PEPPE,4,13558,LEFFERTS BOULEVARD,11420,7188457587,48,2014-06-20 00:00:00,D,02B,10,A,2014-06-20 00:00:00,2014-09-04 06:01:28.403000000
40366928,RICHMOND COUNTY COUNTRY CLUB,5,135,FLAGG PLACE,10304,7183510600,03,2014-07-10 00:00:00,D,10E,11,A,2014-07-10 00:00:00,2014-09-04 06:01:28.403000000
40367365,FLAME RESTAURANT COFFEE HOUSE,1,893,9 AVENUE,10019,2127657562,03,2013-11-18 00:00:00,D,06D,7,A,2013-11-18 00:00:00,2014-09-04 06:01:28.403000000
40367005,DA VINCI PIZZA,3,6514,18 AVENUE,11204,7182325855,63,2013-12-05 00:00:00,D,10F,12,A,2013-12-05 00:00:00,2014-09-04 06:01:28.403000000
40367161,MARINA DELRAY,2,2894,SCHURZ AVE,10465,7189316500,03,2014-02-20 00:00:00,D,09A,4,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40367183,NARROWS COFFEE SHOP,3,10001,4 AVENUE,11209,7188339281,03,2014-07-24 00:00:00,D,06C,7,A,2014-07-24 00:00:00,2014-09-04 06:01:28.403000000
40366586,SHIMONS KOSHER PIZZA,4,71-24,MAIN STREET,11367,7187931491,50,2014-05-07 00:00:00,D,08C,9,A,2014-05-07 00:00:00,2014-09-04 06:01:28.403000000
40366661,BABY BO'S BURRITOS,1,627,2 AVENUE,10016,2127792656,81,2014-08-07 00:00:00,D,08A,12,A,2014-08-07 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,02B,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40366711,LI GRECI'S STAATEN RESTAURANT,5,697,FOREST AVENUE,10310,7184486000,03,2014-07-17 00:00:00,U,10F,25,B,2014-07-17 00:00:00,2014-09-04 06:01:28.403000000
40366716,SHUN LEE PALACE RESTAURANT,1,155,EAST 55 STREET,10022,2123718844,20,2014-05-05 00:00:00,D,09B,11,A,2014-05-05 00:00:00,2014-09-04 06:01:28.403000000
40366471,ROLL-N-ROASTER,3,2901,EMMONS AVENUE,11235,7187696000,03,2013-12-21 00:00:00,D,06D,10,A,2013-12-21 00:00:00,2014-09-04 06:01:28.403000000
40366471,ROLL-N-ROASTER,3,2901,EMMONS AVENUE,11235,7187696000,03,2013-12-21 00:00:00,D,06E,10,A,2013-12-21 00:00:00,2014-09-04 06:01:28.403000000
40367240,CHARLIES SPORTS BAR,4,4408,60TH ST. - STORE,11377,7184781903,03,2014-02-20 00:00:00,D,10C,4,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40367329,EMERALD PUB,1,308,SPRING STREET,10013,2122268512,03,2014-02-24 00:00:00,D,10B,5,A,2014-02-24 00:00:00,2014-09-04 06:01:28.403000000
40366987,EL CHARRO ESPANOL,1,4,CHARLES STREET,10014,2122429547,77,2014-04-16 00:00:00,D,02G,12,A,2014-04-16 00:00:00,2014-09-04 06:01:28.403000000
40367373,JACKSON HOLE,1,232,EAST 64 STREET,10065,2123717187,39,2014-03-26 00:00:00,D,06C,11,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40367442,BUDDY'S WONDER BAR,5,17,HARRISON AVENUE,10302,7184429768,03,2014-07-22 00:00:00,U,04N,15,B,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40367534,MR BROADWAY KOSHER RESTAURANT,1,1372,BROADWAY,10018,2129212152,50,2014-05-01 00:00:00,D,02G,12,A,2014-05-01 00:00:00,2014-09-04 06:01:28.403000000
40367534,MR BROADWAY KOSHER RESTAURANT,1,1372,BROADWAY,10018,2129212152,50,2014-05-01 00:00:00,D,10F,12,A,2014-05-01 00:00:00,2014-09-04 06:01:28.403000000
40368318,MAGGIES PLACE,1,21,EAST 47 STREET,10017,2127535757,03,2014-07-07 00:00:00,D,02A,12,A,2014-07-07 00:00:00,2014-09-04 06:01:28.403000000
40368338,BRADY'S BAR,1,1583,2 AVENUE,10028,2128616070,03,2014-02-28 00:00:00,D,08A,11,A,2014-02-28 00:00:00,2014-09-04 06:01:28.403000000
40366487,BRENNAN & CARR,3,3432,NOSTRAND AVENUE,11229,7187691254,03,2013-10-16 00:00:00,D,06D,11,A,2013-10-16 00:00:00,2014-09-04 06:01:28.403000000
40366497,THE PUNCH BOWL,2,5820,BROADWAY,10463,7188847322,03,2014-02-26 00:00:00,D,10F,5,A,2014-02-26 00:00:00,2014-09-04 06:01:28.403000000
40366586,SHIMONS KOSHER PIZZA,4,71-24,MAIN STREET,11367,7187931491,50,2014-05-07 00:00:00,D,10F,9,A,2014-05-07 00:00:00,2014-09-04 06:01:28.403000000
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,10021,2127440585,03,2014-02-18 00:00:00,U,10D,24,B,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367278,JACK'S PIZZA & PASTA,4,21249,26 AVENUE,11360,7184235484,63,2014-01-21 00:00:00,D,06E,11,A,2014-01-21 00:00:00,2014-09-04 06:01:28.403000000
40367329,EMERALD PUB,1,308,SPRING STREET,10013,2122268512,03,2014-02-24 00:00:00,D,10F,5,A,2014-02-24 00:00:00,2014-09-04 06:01:28.403000000
40367338,TAP ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677085,03,2013-12-10 00:00:00,U,04C,12,A,2013-12-10 00:00:00,2014-09-04 06:01:28.403000000
40367179,TWINS PUB,1,421,9 AVENUE,10001,2126431688,47,2014-07-01 00:00:00,D,06D,10,A,2014-07-01 00:00:00,2014-09-04 06:01:28.403000000
40367232,O'HANLON'S PUB,4,22-57,31 STREET,11105,7187289619,47,2014-01-28 00:00:00,D,04L,10,A,2014-01-28 00:00:00,2014-09-04 06:01:28.403000000
40367232,O'HANLON'S PUB,4,22-57,31 STREET,11105,7187289619,47,2014-01-28 00:00:00,D,08A,10,A,2014-01-28 00:00:00,2014-09-04 06:01:28.403000000
40367240,CHARLIES SPORTS BAR,4,4408,60TH ST. - STORE,11377,7184781903,03,2014-02-20 00:00:00,D,10F,4,A,2014-02-20 00:00:00,2014-09-04 06:01:28.403000000
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,10021,2127440585,03,2014-02-18 00:00:00,U,06D,24,B,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367241,JG MELON RESTAURANT,1,1291,3 AVENUE,10021,2127440585,03,2014-02-18 00:00:00,U,10F,24,B,2014-02-18 00:00:00,2014-09-04 06:01:28.403000000
40367544,MALAGA RESTAURANT,1,406,EAST 73 STREET,10021,2127377659,77,2014-07-30 00:00:00,U,02G,17,Z,2014-07-30 00:00:00,2014-09-04 06:01:28.403000000
40367728,MIMIS RESTAURANT & BAR,1,984,SECOND AVENUE,10022,2126884692,48,2014-05-20 00:00:00,U,10F,13,A,2014-05-20 00:00:00,2014-09-04 06:01:28.403000000
40367442,BUDDY'S WONDER BAR,5,17,HARRISON AVENUE,10302,7184429768,03,2014-07-22 00:00:00,U,10H,15,B,2014-07-22 00:00:00,2014-09-04 06:01:28.403000000
40368632,NEW PARKWAY RESTAURANT,3,7504,13 AVENUE,11228,7187454371,03,2014-06-05 00:00:00,D,06F,12,A,2014-06-05 00:00:00,2014-09-04 06:01:28.403000000
40366928,RICHMOND COUNTY COUNTRY CLUB,5,135,FLAGG PLACE,10304,7183510600,03,2014-07-10 00:00:00,D,10F,11,A,2014-07-10 00:00:00,2014-09-04 06:01:28.403000000
40366961,MITCHELL'S RESTAURANT,3,617,VANDERBILT AVENUE,11238,7187893212,73,2014-08-28 00:00:00,D,10H,9,A,2014-08-28 00:00:00,2014-09-04 06:01:28.403000000
40366742,TAMAQUA,3,84,EBONY COURT,11229,7186469212,03,2014-05-21 00:00:00,D,10B,7,A,2014-05-21 00:00:00,2014-09-04 06:01:28.403000000
40367338,TAP ROOM,1,180,CENTRAL PARK SOUTH,10019,2127677085,03,2013-12-10 00:00:00,U,06D,12,A,2013-12-10 00:00:00,2014-09-04 06:01:28.403000000
40367373,JACKSON HOLE,1,232,EAST 64 STREET,10065,2123717187,39,2014-03-26 00:00:00,D,06A,11,A,2014-03-26 00:00:00,2014-09-04 06:01:28.403000000
40367570,NI-NI'S CAFE,5,710,NEW DORP LANE,10306,7183519024,48,2014-06-04 00:00:00,D,06D,11,A,2014-06-04 00:00:00,2014-09-04 06:01:28.403000000
40367715,LA BONNE SOUPE BISTRO,1,48,WEST 55 STREET,10019,2125867650,35,2014-05-15 00:00:00,D,10B,9,A,2014-05-15 00:00:00,2014-09-04 06:01:28.403000000
40367795,EL GRECO DINER,3,1821,EMMONS AVENUE,11235,7189341288,38,2014-06-16 00:00:00,D,10F,10,A,2014-06-16 00:00:00,2014-09-04 06:01:28.403000000
40367377,ZUM STAMMTISCH,4,6946,MYRTLE AVENUE,11385,7183863014,37,2014-04-17 00:00:00,D,10F,7,A,2014-04-17 00:00:00,2014-09-04 06:01:28.403000000
40367789,DANI PIZZA AND RESTAURANT,4,81-28,LEFFERTS BOULEVARD,11415,7188462849,62,2014-06-25 00:00:00,D,10B,4,A,2014-06-25 00:00:00,2014-09-04 06:01:28.403000000
40367005,DA VINCI PIZZA,3,6514,18 AVENUE,11204,7182325855,63,2013-12-05 00:00:00,D,06D,12,A,2013-12-05 00:00:00,2014-09-04 06:01:28.403000000
40367038,MEXICO LINDO RESTAURANT,1,459,2 AVENUE,10010,2126793665,55,2013-11-07 00:00:00,D,10F,2,A,2013-11-07 00:00:00,2014-09-04 06:01:28.403000000
40367183,NARROWS COFFEE SHOP,3,10001,4 AVENUE,11209,7188339281,03,2014-07-24 00:00:00,D,09C,7,A,2014-07-24 00:00:00,2014-09-04 06:01:28.403000000
